Curhat,Judul,Link,Topic,Keluarga,Percintaan,Anak Remaja,Pengembangan Diri,Trauma,Phobia,Masalah Emosi,Bullying,Bukan Psikologi
"Hai dok, saya nanda, usia 22 tahun, kelamin wanita. Saya mau bertanya, akhir-akhir ini saya sering merasa tiba\"" cemas, takut, nangis secara tiba\"", merasa diri saya tidak dicintai, dan merasa saya ini sendiri. Saya sering sedih, murung di kamar dan menyendiri.. apakah saya mengalami gangguan psikologi ya dok? Terimakasih","Penyebab mudah cemas, sering menangis tiba-tiba dan merasa tidak dicintai",https://www.alodokter.com/komunitas/topic/gangguan-psikologi-apa-yg-sering-di-alamai-remaja-usia-22,Depresi,0,0,0,0,0,0,1,0,0
"Halo dok,Umur saya 17tahun. Saya sering mengalami insomnia sejak saya smp, tetapi tidak pernah separah ini. Saya juga seorang light sleeper. Sudah bbrp bulan ini saya susah sekali tidur. Sblm tidur saya srg sekali bolak balik ke toilet walaupun tidak kebelet. Karena saya tau kebiasaan saya, saya pergi ke kamar lebih awal. Jam 9 sudah di kamar, tetapi karena tidak juga tidur, saya srg ke toilet sampai bbrp kali. Kalau tidak ke toilet rasanya saya tidak akan tidur karena kepikiran. Suara kecil (seperti suara pintu kamar lain terbuka) saja bisa membuat saya yang tadinya hampir tertidur bisa terjaga kembali.Dan kalau sampai diatas jam 12 saya tidak jg tidur, saya mulai panik dan menghitung hitung tinggal berapa jam lagi sampai jam 5 krn sy selalu bangun jam 5 dan tidak bisa tidur kembali setelahnya. Bukan hanya panik tapi saya jg menangis sambil melakukan self harm karena sangat kesal. Self harm yg paling sering saya lakukan memukul kepala dgn tangan digenggam, membenturkan kepala ke dinding, menampar wajah, dan mencakar. Saya takut hanya karena insomnia saya bisa melakukan self harm yg lebih berbahaya. Bagaimana ya dok sarannya, Apakah dengan ini saya harus ke psikiater? Apakah ada cara untuk mengatasinya selain ke psikiater? Apakah lebih baik saya terapi atau meminum obat karena insomnia saya sudah berjalan lama",Penyebab sulit tidur disertai mudah panik dan keinginan bunuh diri,https://www.alodokter.com/komunitas/topic/insomnia--selfharm--dan-kebiasaan-kencing,Depresi,0,0,1,1,0,0,0,0,0
"Halo dok, nama saya lita umur 20 tahun, akhir2 ini saya sulit tidur cepat, selalu diatas jam 12 malem seperti jam 1-3 malem. Saya juga kalau marah teriak sampe bener2 beban saya lepas disertai tangis terisak-isak. Saya suka merasa pusing, punggung saya berat kalau kelamaan duduk dan berpikir.",Sulit tidur cepat disertai sering menangis dan pusing apakah gejala depresi?,https://www.alodokter.com/komunitas/topic/apakah-saya-depresi-dok-156b6b,Depresi,0,0,0,0,0,0,1,0,0
"Hallo nama saya Lia akhir akhir ini saya stres dikarenakan faktor dirumah, saya sering menangis setiap saat,cemas, pusing,dan saya lebih sering berfikir ingin mengakhiri hidup saya. Saya ingin tau yg saya derita","Penyebab sering cemas, mudah menangis, sakit kepala disertai keinginan mengakhiri hidup",https://www.alodokter.com/komunitas/topic/depresi-apa-yg-saya-alami,Depresi,0,0,0,0,0,0,1,0,0
"Selamat pagi dok,\u003cbr\u003e\u003cbr\u003eSebelumnya saya adalah penderita PTSD. Namun kali ini saya ingin mengeluhkan soal keampuan berfikir saya yang mengalami penurunan, saya juga kesulitan dalam merangkai kata - kata tentang apa yang hendak dibicarakan. Terkadang ketika saya ingin berbicara, nada bicara saya seperti gemetar dan sedikit sesak nafas. Tapi adakalanya saya berbicara banyak hal, tapi di sela pembicaraan saya tiba tiba bingung sama apa yang sedang saya bicarakan, Saya juga mengalami gairah terhadap sesuatu yang saya sukai. Dan ketika saya mengerjakan hal yang dulu saya sukai, saya hanya menikmati 30 menit, setelah itu saya merasa cape, dan akhirnya bermalas - malasan seharian. Padahal dulu saya mampu mengerjakan hal yang saya sukai nyaris tak kenal waktu. Saya akan skripsi tahun ini, namun saya takut apa yang sudah saya ingat, tiba tiba buyar saat hari H.\u003cbr\u003e\u003cbr\u003eApakah kondisi yang saya hadapi? dan adakah obat penanganan darurat yang dijual bebas untuk mengatasinya? Saya belum bisa ke psikiater RS takut biaya diluar ekspektasi. Dan apakah di RS menyediakan hipnoterapi medis?\u003cbr\u003e\u003cbr\u003eTerimakasih",Penanganan kesulitan berfikir pada penderita PTSD,https://www.alodokter.com/komunitas/topic/kesulitan-berfikir,Depresi,0,0,0,1,0,0,0,0,0
"Hallo dok, saya mau brtnya ttg apa yg saya alami selama ini. Dri dlu saya senang mncri perhatian org lain krna saya kurang prhtian dri org tua, saya juga sering mengalami perubahan mood yg drastis, sering merasa sndri pdhl lg ngumpul bersama teman2. Prnh ingin bunuh diri krna tekanan mslh yg saya alami, klo stres atau ada beban pikiran kepala saya rasanya mau pecah, nafsu makan berkurang. Kadang buat saya ga bisa tidur selama bbrpa hari kadang juga sebaliknya saya menjdi org yg gemar tidur tpi tdk nyenyak krna merasa sprti ada beban atau merasa sprti sedang d tunggu sesuatu yg entah itu apa. Bbra bulan kebelakang saya lg ada masalah dgn pasangan yg mmbuat beban pikiran saya berat sehingga membuat kepala saya hmpir pecah trkdng ingin menyerah dgn kehidupn sndri. Terkadang menangis sndiri lalu trtwa sndri sprti org gila d depan org selalau berpura pura kuat. Mohon pencerahannya dok. 🙏","Penyebab sering mencari perhatian, perubahan mood yang drastis disertai keinginan bunuh diri",https://www.alodokter.com/komunitas/topic/apakah-ini-temasuk-gejala-depresi--,Depresi,0,0,0,1,0,0,1,0,0
"Halo Dok, belakangan ini saya sering mengalami perasaan seang tapi terasa sedih dalam diri secara bersamaan. Bahkan sempat beberapa emosi yang bercampur di waktu bersamaan selama berhari-hari disertai insomnia. Normalkah Dok?",Penyebab merasa senang dan sedih secara bersamaan disertai insomnia,https://www.alodokter.com/komunitas/topic/emosi-tidak-terkontrol5255f0,Depresi,0,0,0,0,0,0,1,0,0
"Dok. Saya mau bertanya .saya punya masalah di umur saat saya 21 tahun . Saya sudah melakukan kesalahan yg membuat keluarga saya kecewa. Orang tua saya menerima apa yg sudah saya akuin itu benar. Tapi di sisi lain, ada orang yg sengaja mempermalukan saya di sosial media dengan kata kata yg membuat saya depresi. Mempermalukan saya di sosmed. Dan membuat saya sampai sekarang kalau teringat saya seperti orang gila gabisa tidur. Dan saya terkadang memikirkan untuk bunuh diri . Tapi disisi lain saya selalu ingat bahwa tahun depan saya akan menikah. Menurut dokter apa yg harus saya lakukan? Saya sudah mencoba untuk ikhlaskan apa yg sudah dia perbuat di sosmed tetapi saya tidak bisa move on dari kejadian itu dok",Mengatasi rasa depresi akibat trauma kejadian di masa lalu,https://www.alodokter.com/komunitas/topic/bagaimana-saya-menghadapi-pikirian-saya-yg-negatif-ini-dok-,Depresi,0,0,0,1,0,0,1,1,0
"Halo Dok, saya berusia 28 Tahun saat ini saya mengalami stress berat karena trauma masa lalu sampai mendengar dan mengimajinasi sesuatu yang tidak nyata sudah berlangsung selama 2 tahun setengah, sampai saya tidak bisa beraktivitas sehari-hari karena takut, bertemu dengan banyak orang mohon penjelasannya Dok ?",Kerap mendengar atau membayangkan sesuatu yang tidak nyata,https://www.alodokter.com/komunitas/topic/sress-berat,Depresi,0,0,0,1,1,0,0,0,0
"Selamat siang dok, saya mau bertanya kenapa ya beberapa bulan ini saya mengalami susah tidur sudah banyak sekali yang saya lakukan untuk bisa mengatasinya tapi tetap saja gabisa tidur. Saya juga sering merasa sendirian padahal banyak orang dirumah, jadi mudah marah dan susah untuk tertawa, nafsu makan juga menurun. Sampai kepala saya jadi pusing tolong penjelasannya dok🙏","Susah tidur, sering merasa sendirian, nafsu makan menurun disertai cemas",https://www.alodokter.com/komunitas/topic/sering-cemas--dan-merasa-kesepian-dan-tidak-berguna-,Depresi,0,0,0,1,0,0,1,0,0
"Hallo dok, selamat siang.. Akhir2 ini saya mengalami sedikit stres, mudah sedih karena terlalu memikirkan sesuatu hal yang terjadi dalam keluarga saya. Masalah keuangan di keluarga saya sedang mengalami penurunan. Saya pernah ingin bekerja, namun saya kurang yakin apabila salah satu keluarga saya ada yg kurang setuju, saya memiliki 4 saudara dan saya anak terakhir(bungsu). Saya bingung, saya belum bisa berani ambil keputusan jika salah satu keluarga tidak sependapat, dan 2x juga mengalami hal yg sama setiap saya ambil keputusan mencari pekerjaan yg sesuai dgn kemampuan saya, dan salah satu keluarga tidak sependapat pasti mengalami keganjalan ketika saya sudah bekerja. Jadi sekarang saya nganggur dan bingung entah harus kemana seperti kehilangan tujuan. Namun hati saya selalu tertuju kalo saya ingin lanjut pendidikan atau kuliah, tapi saya juga tidak bisa berharap lebih , dikarenakan kondisi keuangan.. Saya bisa saja mengambil kuliah kelas karyawan , tapi saya takut ada salah satu keluarga yg kurang sependapat. Mohon solusinya agar saya tidak terlalu memikirkan itu semua."," Stres, mudah sedih karena terlalu memikirkan sesuatu hal",https://www.alodokter.com/komunitas/topic/bagaimana-cara-membiasakan-diri-agar-tidak-selalu-kepikiran-,Depresi,1,0,0,0,0,0,1,0,0
"Alo Dokter,Sudah 2 bln ini saya depresi, kondisi saya tidak stabil. Tapi 3 hari ini kondisi saya semakin memburuk, mood saya bener2 tidak ada. Saya tidak bisa marah, tidak bisa merasa senang, saya tidak bisa tertawa,tidak bergairah, tidak ada semangat, benar2 datar. Mohon solusinya, saya jadi cemas dgn kondisi ini. Terima kasih",Tidak bisa merasa marah maupun senang dan tidak bergairah saat mengalami depresi,https://www.alodokter.com/komunitas/topic/tidak-bisa-emosi--senang-atau-tertawa,Depresi,0,0,0,0,0,0,1,0,0
"Halo dok. Jadi saya kan orangnya gampang emosi/marah, terus saya juga gampang nangis dok.. Saya juga gampang lupa dok.. Apa kira² saya depresi atau gmn ya dok? Saya baca² artikelnya gejala yg saya alami itu seperti depresi.. Tolong dijelaskan ya dok. Terimakasih","Penyebab mudah marah, mudah menangis, dan mudah lupa",https://www.alodokter.com/komunitas/topic/depresi53d6f0,Depresi,0,0,0,0,0,0,1,0,0
"hallo dok, umur saya 19 tahun jadi belakangan ini hampir 2 bulan lebih saya sering merasa cemas, khawatir tingkat tinggi, malahan sering menyakiti diri sendiri,saya juga kadang\"" halusinasi, suka termenung,ya selama ini jam tidur saya terganggu udh tidak normal lagi, apakah itu termasuk bipolar atau depresi dok?","Penyebab merasa cemas, khawatir, sering menyakiti diri sendiri, halusinasi dan insomnia",https://www.alodokter.com/komunitas/topic/depresi--bipolar,Depresi,0,0,1,0,0,0,1,0,0
"Umur saya 22 tahun, dok saya merasa tubuh saya seperti ada yang tidak beres, jadi ada satu hal lain yang membuat saya sedih, sehingga membuat saya menangis terus terusan sampai saya selalu ingin duduk sendirian atau bahkan ingin sekali duduk diruang kecil sempit yg hanya untuk aku sendiri. Aku merasa tidur dibawah kolong yg gelap sangat nyaman bagi aku. Plus nafsu makan aku berkurang drastis, bahkan sehari cuma makan nasi sekali tanpa makan cemilan dll. Tapi anehnya aku tidak merasa terlalu lapar Dan berasa tidak ada tujuan hidup. Please solusi?","Tidak nafsu makan, sering merasa sedih dan keinginan menyendiri",https://www.alodokter.com/komunitas/topic/psikis-tidak-beraturan,Depresi,0,0,0,0,0,0,1,0,0
"halo dok,saya mau bertanya\u003c/p\u003e\n\u003cp\u003eakhir akhir ini saya sulit untuk tidur. Saya selalu begadang\u003c/p\u003e\n\u003cp\u003eDirumah kadang orang tua saya berantem didepan saya,atau saya kadang mendengarnya dengan jelas. Saya sangat membenci itu,saya rasa ingin pergi dari rumah atau saya akan meneriaki orangtua saya agar tidak berantem didepan saya. Saya benci dok,saya benci ketika mereka berantem tanpa memikirkan bagaimana perasaan saya. Saya benci ibu saya diteriaki dan hal lainnya yang membuat saya sangat marah. Saya suka menangis malam hari,memikirkan bahwa semuanya bakal baik-baik saja. Saya selalu berpura-pura baikpadahal hati saya sakit. Dulu sewaktu SMA saya pernah mengiris tangan saya dengan pisau,itu sama sekali tidak sakit dok. menyenangkan.\u003cbr\u003etolong beri saya solusi,terimakasi dok","Menangis di malam hari, dan keinginan menyakiti diri sendiri",https://www.alodokter.com/komunitas/topic/mentalc16636,Depresi,1,0,0,0,0,0,1,0,0
"Halo, nama saya Navy. Saya ingin bertanya Dok, tentang teman saya ini. Dia seorang perempuan remaja berusia 17 tahun. Jadi dia ini sangat mudah memahami sesuatu sejak kecil. Karena itu, dia sudah paham kondisi keluarganya sejak kecil. Keluarganya punya kesulitan ekonomi. Dia punya adik yang beda satu tahun, jadi bisa dibilang dia adalah anak pertama. Dia mengalami penolakan di lingkungan pertamanya di luar keluarga, jadi dia punya gangguan kepribadian menghindar meski enggak terlalu parah. Masalahnya di sini Dok. Dia selalu di'harapkan' untuk baik-baik aja oleh semua orang disekitarnya. Setiap dia nangis, dia dimarahi. Dia enggak boleh marah karena kata orangtuanya, masalahnya belum seberat itu sampai dia boleh marah dan mengeluh. Di sekolah, dia takut dibenci oleh banyak orang, jadi dia harus baik-baik saja. Bisa dibilang, penahanan dirinya cukup ekstrem karena dia bener-bener tahan semuanya sendirian. Dia jadi enggak bisa nangis, selalu nahan kalau marah, dituntut untuk baik-baik aja padahal dia tahu dia udah hancur banget. Dan itu dimulai dari dia kecil, jadi perasaannya itu sudah menumpuk bertahun-tahun. Dia juga enggak bisa cerita ke siapapun karena udah susah percaya sama orang lain, karena dia tahu orang lain juga punya masalah yang mungkin lebih berat darinya. Jadi dia bener-bener nahan semuanya sendirian. Dia tahu dia hampir sampai batasnya. Saya ingin tanya Dok, kemungkinan yang akan terjadi jika dia 'meledak' karena udah enggak kuat lagi. Saya mau membantunya, perlahan dia mulai cerita, tapi dia masih 'terbiasa' menahan semuanya sendiri. Saya khawatir dia akan meledak sewaktu-waktu. Jadi kira-kira apa yang akan terjadi jika dia 'meledak'? Dan apa yang terjadi setelahnya Dok? Terima kasih banyak sudah mau membaca ini.",Efek samping saat terus-menerus menahan perasaan,https://www.alodokter.com/komunitas/topic/apa-yang-terjadi-jika-seseorang-terus-menerus-menahan-perasaannya--,Depresi,1,0,1,0,0,0,1,0,0
"Halo dok, saya Aulia sudah selama 2 tahun ini saya selalu merasa depresi dan sangat tertekan. Saya bahkan sering menangisi hal2 kecil, mood saya selalu berubah ubah, saya bahkan kadang melakukan sesuatu diluar dugaan saya, dan saya sering merasa bahwa orang orang disekitar saya sudah tidak lagi suka dengan saya. Padahal saya sudah sering mencoba berubah dok tapi selalu saja saya gagal berubah, dan saya juga selalu malu dan malas bercerita ke orang lain tentang masalah masalah saya karena saya pernah bercerita kepada mereka tapi tak ada satupun dari mereka yang dapat membantu saya. Orang orang sekarang menjauhi saya dan bilang saya pemalas dan itu semakin membuat saya tertekan, tolong bantu saya dok... Apakah saya ada sakit lain...",Cara mengatasi depresi berkepanjangan pada remaja,https://www.alodokter.com/komunitas/topic/depresi-remaja-yang-terjadi-dalam-waktu-yang-panjang-,Depresi,0,0,0,0,0,0,1,0,0
"halo dokter, saya remaja putri berusia 15 tahun.sejak kelas 3 sd pikiran saya selalu dipenuhi dengan menyakiti dan bunuh diri, beberapa kali juga saya bertindak impulsif seperti cutting, memukul kepala sendiri ke tembok/tangan kosong, menjambak rambut sendiri, dan menonjok anggota tubuh secara tiba-tiba padahal tidak merasa sedih atau depresi. saya bingung harus bilang ke orang tua bagaimana sedangkan orang tua saya sudah dua kali menolak dan membentak apabila saya minta pergi ke psikolog. saya takut pula cerita ke teman-teman atau saudara dekat saya, tidak mau membebani mereka tapi disisi lain pun saya tidak mau mati. saya juga sering mengalami halusinasi, mendengar dan melihat banyak orang di kamar menemani saya karena saya kesepian dan membutuhkan teman untuk menceritakan hal ini.untungnya teman-teman khayalan saya mau menerima cerita saya, tapi makin kesini mereka mulai memudar, meninggalkan saya dengan isi kepala yang dipenuhi ide untuk bunuh diri. saya takut memudarnya mereka dapat menyebabkan saya melaksanakan rencana bunuh diri. hubungan komunikasi saya dengan orang tua/orang lain pun tidak baik, saya selalu merasa emosi saya terlalu intens ketika berbicara dengan mereka seperti mereka salah kalimat sedikit, nada bicara saya langsung membentak. jadwal belajar dan tidur saya juga kena imbasnya, mulai tidak terkendali.mohon bantuannya, dokter. terimakasih.",Cara mengatasi pikiran ingin bunuh diri yang mengganggu,https://www.alodokter.com/komunitas/topic/pikiran-ide-bunuh-diri-yang-mengganggu,Depresi,0,0,1,0,0,0,1,0,0
"Hallo Dokter, Perkenalkan Nama Saya Nada Fadiya.\u003c/p\u003e\n\u003cp\u003eSaya adalah anak broken home sejak saya kelas 8 smp, ayah saya berpisah dengan ibu saya, padahal dari kecil saya sangat dekat dengan ayah saya.",Sering menangis dan belum bisa menerima perpisahan orang tua,https://www.alodokter.com/komunitas/topic/masalah-psikologis,Depresi,1,0,0,0,0,0,0,0,0
"selamat pagi dok, saya seorang karyawan dengan rutinitas yg sangat monoton. setiap pulang kerja saya hanya habiskan waktu di dalam kamar menonton ytube or mendengarkan podcast lalu tertidur, bangun berangkat kerja dan itu saya lakukan secara terus menerus selama hampir 6bulan belakangan ini. dulu saya adalah org yg sangat aktif, melakukan bnyk kegiatan dan tidak betah dirumah, dulu saya menganggap rumah hanya untuk tempat saya beristirahat tp belakang ini saya malah jd tidak betah berlama-lama diluar rumah. mungkin karna saya mengalami patah hati membuat saya menjadi seseorang yg insekyur, dan introvert sekali. padahal saya dulu sangat tidak peduli dengan segala hal yg menyakiti saya. dan sekarang saya malah menjadi org yg sangat tertutup bahkan tidak mempercayai siapapun sama sekali\u003cbr\u003eBagaimana saya bisa mengembalikan rasa percaya diri saya kembali dok?",Cara mengatasi trauma dan rasa tidak percaya diri,https://www.alodokter.com/komunitas/topic/mengatasi-trauma-dan-rasa-tidak-percaya-diri,Depresi,0,1,0,1,0,0,0,0,0
"siang dok, sy punya kecemasan yg berlebih, setiap sy mengeluarkan emosi sy pasti sy langsung merasa bersalah langsung degdegan kencang sampai kadang capek grgr degdegan itu dok, dan setelah itu sy selalu menyalahkan diri saya dok. setelah itu sy jd susah tidur dan sy minum antimo agar bisa tidur ternyata sama aja dok tetep gabisa tidur, hilang napsu makan juga, sering nangis. apakah sy perlu bantuan obat dok untuk mengurangi rasa itu?",Muncul rasa bersalah setelah emosi dan menangis,https://www.alodokter.com/komunitas/topic/anxiety4d3e76,Depresi,0,0,0,1,0,0,1,0,0
"Dok, saya merasakan gejala seperti yang dikter jelaskan tentang bipolar. Saya suka tiba2 merasa dunia ini tenang bgt, trs tiba2 depresi, suka marah2. Kadang suka ngerasa percaya diri bgt dgn fisik dan kemampuan saya, tapi tiba2 suka insecure sendiri kayak merasa gak mampu ngapa ngapain. Apakah saya kena gangguan bipolar dok?",Penyebab mood swing dan merasa tidak percaya diri,https://www.alodokter.com/komunitas/topic/apakah-saya-bipolar-8e7890,Depresi,0,0,0,0,0,0,1,0,0
Hallo dok. Saya ingin tau apakah saya perlu ke psikiater atau tidak.Saya sadar saya punya ketakutan yg berlebihan trhadap sesuatu.Contohnya saat SD saya pernah sampai panas dan muntah2 berhari2 hanya karena takut dengan gempa.Dan sampai sekarang walau hanya hujan lebat saya bisa tidak tidur karena khawatir trjadi sesuatu dan saya selalu insomnia.Paling parah bbrapa bulan ini saat marah dan tiap kali sakit hati saya selalu memukul kepala saya sampai bengkak bahkan sering melukai diri saya dan orng lain berkali-kali.Tapi setelah itu saya menyesal dan perlu wktu lama agar mood saya kembali membaik.Bgaimana menurut dokter ? Terimaksih 🙏,"Penanganan saat mood swing, susah tidur, takut berlebih dan melukai diri sendiri",https://www.alodokter.com/komunitas/topic/gangguan-mental554908,Depresi,0,0,0,1,0,1,1,0,0
"Saya sejak dua tahun terakhir seperti mengalami gangguan seperti depresi dan semakin memburuk. Saat ini saya merasa kacau, dari mulai kuliah hingga kehidupan sosial. Pada hubungan cintapun saya sudah tidak bergairah untuk memulai lagi. Yang akhir-akhir ini aneh saya mulai mengisolasi diri bahkan merasa paranoid dengan chat whatsapp yang mengajak nongkrong, kadang app saya paksa henti padahal saya sebelumnya anak nongkrong sekali. Apa yang terjadi pada saya? Normal tidak?",Penanganan saat mengalami depresi dan paranoid,https://www.alodokter.com/komunitas/topic/dari-mana-seseorang-harus-ke-psikiater,Depresi,0,0,0,1,0,0,0,0,0
"Jadi gini, sebenernya ada yang nge ganjel gitu di hati saya, tp saya g tau mau cerita ke siapa, jadi ayah saya kan meninggal dan setelah beberapa bulan ibu saya ada keinginan untuk menikah lagi, awalnya saya setuju namun sekarang sekarang saat ibu saya sudah menentukan tanggal pernikahannya, tiba tiba saya berat untuk menerimanya, dan saya merasa bahwa sikap saya mulai berubah, jadi pemarah, gak pernah senyum, intinya saya gak bisa ngerasain rasanya bahagia, kalaupun saya ngerasa bahagia pasti beberapa saat kemudian saya ingat dengan masalah yang ada di hati saya, sebenernya saya bisa tinggal bersama kakak2 saya jika saya tidak mau tinggal dengan ibu saya, namun yang sekarang saya inginkan adalah keutuhan keluarga, saya gak mau ada orang baru yang masuk kedalam kehidupan keluarga saya, (saya gak mau ibu saya menikah lagi) tapi saya gak tau gimana cara ngomong ke ibu saya nya, sementara ibu saya juga udah kekeh mau nikah, saya bingung, saya juga g pernah cerita ke keluarga karna saya gak nyaman aja gt, saya orang yang cukup tertutup sama keluarga, saya gak tau harus gimana, jujur saya sekarang ngerasa kayak.. Anak brokenhome aja gt, kakak2 saya sibuk dan ibu saya kerja, saya sendirian di rumah, makan semaunya, ngerjain tugas semaunya, udah gak bisa bercanda sama temen, lebih suka menyendiri dls padahal dulu saya gak kayak gini, saya ceria, selalu ngerjain tugas, makan teratur, pokoknya dulu saya ngerasa seperti orang yang paling bahagia. Saya mau jadi saya yang dulu tapi saya gak tau gimana caranya. Jadi sy harus gmn ini?",Sulit menerima kehilangan orang tua,https://www.alodokter.com/komunitas/topic/bingung783ae0,Depresi,1,0,0,1,0,0,0,0,0
"Halo dok nama saya Eka umur saya 17thn sudah lama sekali saya sering melakukan self injury kalo saya ada masalah atau emosi setiap goresan itu memiliki ketenangan bagi saya setiap darah yang kluar punya nikmat tersendiri bagi saya setiap malam saya selalu menangis apalagi mengingat masa lalu masa lalu yang membuat saya sakit kepala saat tiba² memikirkannya saya merasa lelah sekarang dok perasaan saya, saya ingin menyerah sekarang juga saya sudah tidak kuat dengan semua beban, pernah beberapa kali saya mau melakukan bunuh diri, dok saya harus apa semua kehidupan saya hancur?",Depresi hingga menyakiti diri sendiri apakah bisa disembuhkan?,https://www.alodokter.com/komunitas/topic/mengalami-depresi-cukup-lama-apa-bisa-di-sembuhkan-,Depresi,0,0,1,0,0,0,1,0,0
"Halo dok, saya mau tanya saya perempuan usia 20 tahun orang tua saya bercerai sejak saya kelas 6 SD. Saya di didik keras dan disiplin sejak kecil oleh kedua orang tua saya dan saya terbilang tidak dekat dengan orang tua saya. Setelah orang tua saya cerai nilai akademik saya menurun drastis, saya merasa tidak berminat untuk bersosialisasi dengan teman2 , pola tidur pun selalu berantakan, dan cenderung ingin menyakiti diri sendiri ketika ada masalah dan hal ini terjadi hingga sekarang. Apa yang harus saya lakukan?",Tidak berminat untuk sosialisasi dan ingin menyakiti diri sendiri,https://www.alodokter.com/komunitas/topic/apa-yang-harus-dilakukan4d6704,Depresi,1,0,0,1,0,0,1,0,0
Halo dokAdakah dokter psikiatri yang menggunakan metode hipnotis ketika pasien menceritakan masalahnya? Karna jika ada saya butuh itu sebab saya tidak yakin mampu menceritakan semua masalah saya ketika saya sadar,Penggunaan metode hipnotis dalam pengkajian masalah kejiwaan,https://www.alodokter.com/komunitas/topic/depresi7a233d,Depresi,0,0,0,1,0,0,0,0,0
"Malam dok sudah seminggu ini saya menangis lebih dari 25kli, dada saya sesak, kepala saya sakit, saya merasa depresi dok, saya merasa sangat lelah, saya sangat ingin tidur dengan tenang krna saya juga memiliki gangguan tidur, kepala saya sangat sakit, saya suka menangis tanpa alasan, tidak fokus, nafsu makan sangat tidak Bagus, saya sering flashback kejadian masalalu saya dn itu semakin membuat saya menangis, saya sangat ingin teriak namun tidak bisa, saya harus apa dok? Saya ingin kepsikolog tpi saya msih pelajar uang saya sangat terbatas dok, terimakasih",Sedih berlebihan hingga sering menangis tanpa sebab,https://www.alodokter.com/komunitas/topic/depresi88a20b,Depresi,0,0,1,0,1,0,1,0,0
"halo dok, saya perempuan umur 20 tahun, saya merasa tertekan dengan keadaan saya sekarang, emosi saya sering tidak terkontrol, sebagian besar saya akan merasa sedih, sudah hampir 1 tahun,, dan saya merasa beberapa bulan terakhir saya seperti kehilangan pribadi saya sendiri, tidak suka dengan hobi saya dahulu, tidak suka bersosialisasi dengan sekitar, dan belakangan juga mulai muncul beberapa perbedaan dari tubuh saya, rambut saya menjadi sering rontok dan berat badan saya turun drastis dari sebelumnya, beberapa waktu saya juga menjumpai terlintas pikiran untuk bunuh diri, apakah ini termasuk depresi yang perlu dipenanganan langsung ke psikiater dok?","Penyebab rasa tertekan disertai sedih berkepanjangan, berat badan semakin turun dan keinginan untuk bunuh diri",https://www.alodokter.com/komunitas/topic/depresi9e17ae,Depresi,0,0,0,1,0,0,1,0,0
"Halo dokter saya rose sy mengalami susah tidur,mood yg naik turun,nafsu makan yg berubah,susah mengontrol emosi,sy sering menangis setiap hari,dn saya pernah self harm Junus setelah melakukan self harm sy lega.sy merasa tidak ada semangat melakukan aktivitas sy menjadi cuek \u0026amp;dingin,sy menjadi orang yg antisosial, menghindari keramaian sy lebih suka sendiri kadang sy bisa tertawa seperti orang gila:).","Penyebab sulit tidur disertai mood yang naik turun, sulit mengontrol emosi dan tidak nafsu makan",https://www.alodokter.com/komunitas/topic/kesehatan-mentaldccceb,Depresi,0,0,0,1,0,0,1,0,0
"Halo dok aku Dilla, dari dulu saya memang punya mental health tapi ga separah ini jika saya merasa tertekan hanya menggaruk tangan sayang hingga ada luka, tapi setelah alm. Papa saya meninggal semakin menjadi - jadi Disaat tertekan dan merasa sakit, saya akan menyiksa diri saya seperti melukai diri saya sendiri Dan saya pun akan menangis sambil tertawa tapi menangis dok, dan saya juga punya mood swing yg sangat cepat Itu kenapa ya dok? Dan ada cara penyembuhan nya ga dok?",Mengatasi mood swing dan sering menyakiti diri sendiri saat tertekan,https://www.alodokter.com/komunitas/topic/dok-mau-tanya--saya-kalau-tertekan-saya-bisa-nangis-sampe,Depresi,1,0,0,0,0,0,1,0,0
"dok beberapa thn lalu sya menderita depresi yg sya jga ga tau jenis apa krn sma dokternya ga di jelaskan. sempat konsumsi obat lalu sya hentikan total. semalem saya kambuh krn ada masalah keluarga, emosi sya meledak dan ujung2nya saya melukai diri sendiri krn ga tahan sama sakitnya. yg saya tanyakan lgkah apa yg harus sya lakukan agar tdk smpai menyakiti diri sendiri saat kambuh? klo ga di lakukan sya bakal teriak nangis histeris dok dan bakal ttep ngerasa kesakitan.",Cara mengatasi emosi dan keinginan menyakiti diri sendiri,https://www.alodokter.com/komunitas/topic/depresibf6452,Depresi,1,0,0,0,0,0,1,0,0
"Permisi dok, saya pria berumur 20 tahun dengan tinggi badan 172 dan berat 97. Semenjak beberapa bulan yang lalu, saya mengalami depresi sampai hanya mengurung diri dan berbaring di kamar tanpa melakukan aktifitas fisik apapun serta tidak memperhatikan asupan makanan yang saya konsumsi. Dan alhasil berat badan saya meningkat drastis seperti saat ini. Pertanyaan saya, jenis olahraga seperti apa dan bagaimana tahapannya yang sebaiknya dilakukan bagi saya untuk mulai mengembalikan kebugaran fisik? Mengingat tubuh saya sudah lama tidak beraktifitas sehingga otot dan mungkin persendian saya menjadi lemas dan mudah pegal, serta mudah letih saat saya melakukan jalan atau lari kecil di pagi hari.Terima kasih.",Tahapan olahraga yang tepat untuk menurunkan berat badan pada penderita depresi,https://www.alodokter.com/komunitas/topic/tahapan-olahraga-yang-tepat-untuk-menurunkan-berat-badan-bagi-kondisi,Depresi,0,0,0,0,0,0,0,0,1
