Curhat,Judul,Link,Topic,Keluarga,Percintaan,Anak Remaja,Pengembangan Diri,Trauma,Phobia,Masalah Emosi,Bullying,Bukan Psikologi
dok mengalami kecelakaan berusia 12 19 kecelakaan parah membuat mengalami koma 1 5 absen sekolah kelas 7 smp melanjutkan semester 2 kecelakaan teman teman sd bilang komentar sepintar bersosialisasi layaknya manusia normal mendengar teman teman sekelas mengobrol mengerti bicarakan ditambah mengajak berinteraksi alhasil dibully anak seangkatan 300 an 3 smp teman sebangku menjauhi kelas 9 menciptakan teman teman menulis cerita dimainkan menderita lulus smp pindah pedalaman jatim culture shock ditambah trauma bullying berkepanjangan dibully sekolah teman caranya bersosialisasi memiliki empati simpati manusia sikap acuh menanyakan pas jalan jatuh iya perhatian ih bagus banget deh merespon tuh berlebihan trauma berlebihan keluarga mencemooh bercerita berlebihan berpikir penderitaan berlebihan biar adil singkat heartless peduli melihat orangtua menangis kesal sedih dimarahi mengalami jatuh cinta merindukan sekolah kesan misterius teman peduli kesulitan merespon benar moody maunya membahagiakan meskipun berbohong buruk saringan alasan jujur mendendam seumur menggoda bereaksi cewek aaakh aaakh teriak teriak dibilang dingin careless tersenyum tulus lakukan overacting diada adakan mengerti manusia sih takut mudah khawatir keberadaan kasarnya mayat jatuh cinta anggap menyusahkan bersahabat anggap beresiko dikhianati manusia anggap teman kenalan rekan mendatangi psikiater menyelesaikan hasilnya memuaskan membri kejelasan lulus khawatir mlanjutkan sekolah takut dibully mengerti manusia memahami setau pikiran manusia psikologi manusia normal mohon bantuannya maaf terima kasih,Gangguan kejiwaan pasca trauma kecelakaan,https://www.alodokter.com/komunitas/topic/gangguan-kejiwaan-pasca-trauma-kecelakaan,Trauma,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
pagi dok dok mengalami nyeri salah buah zakar kerasa semalam gara gra duduk gak pas posisinha mungkin kegencet pagi nyerinya kira kira obatnya dok langkah ambi trmakasih dokter,Mengatasi nyeri pada buah zakar,https://www.alodokter.com/komunitas/topic/nyeri-pada-buah-zakar-2,Trauma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
malam dok trauma hilang takut banget deket cowok melihat ayahku kasar kekerasan takut deket gemeteran deg an iya dok udh beraniin nyalahin banget benci kadang marah gabisa kontrol emosi gabisa diluapkan marah trauma inget narik rambut iya dok terimakasih dok,Bagaimana cara mengatasi trauma dekat dengan lawan jenis?,https://www.alodokter.com/komunitas/topic/bagaimana-cara-mengatasi-takut-dari-trauma-tersebut-,Depresi,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
selamat sore dok keluarga mudah depresi menghadapinya awalny mungkin sabar melukai terbawa emosi deperesi dok mengalami,Apakah bisa menjadi depresi juga ketika sering menghadapi keluarga yang depresi?,https://www.alodokter.com/komunitas/topic/apakah-ketika-kita-menghadapi-orang-depersi-bisa-juga-menjadi-depresi-,Depresi,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hallo dok mengalami depresi 3 menarik lingkungan menghabiskan ruangan terkadang membenci lakukan dok bertahan situasi hopeless,Apa yang harus dilakukan saat depresi?,https://www.alodokter.com/komunitas/topic/depresic61160,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
halo dok seringkali mendengar suara memanggil menangis datangi menangis suaranya mendengar suara seringakali terburu buru mendatanginya khawatir kejadian berulang terkahir mengalami kehilangan minat tidur berlebihan penurunan badan sakit kepala mood turun kaitannya telinga terima kasih,Sering mendengar suara orang menangis namun suara tersebut tidak ada,https://www.alodokter.com/komunitas/topic/mendengar-suara-seseorang-yang-tidak-ada,Depresi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
halo dok kakek meninggal anehnya merasakan sedih menangis mengunci dalam kamar kadang abaikan jarang makan mood berubah ubah kadang kesulitan mengatur lakukan sulit tidur mati ketawa tertawa hihi bingung jelaskan sebenernya iya dok,"Tidak merasakan apa-apa saat orang terdekat meninggal, mood mudah berubah dan sulit tidur",https://www.alodokter.com/komunitas/topic/gangguan-mental-0b76b4,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hallo dok mengalami depresi kehilangan terdekat depresi kambuh mengalami dalam rentan mengalami gejala depresi sulit tidur dada sesak kehilangan nafsu gairah mengonsumsi obat meminimalisir sedih bersalah kehilangan terdekat mohon penjelasannya dok terima kasih,Kemungkinan depresi ringan bisa kambuh kembali,https://www.alodokter.com/komunitas/topic/depresi-ringanacad91,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
halo dok teman mengalami depresi ditanya jawab bingung ditanya suka bingung diajak ngobrol suka nyambung ditanya suka muter muter jawabannya terkadang suka bicara dinasehati bicara mala pusing terkadang kedinginan jarang keluar rumah kadang menangis ditanya menangis jawabnya bingung kasus dialami teman menyikapinya dok diterapi,Penanganan pada orang yang mengalami depresi,https://www.alodokter.com/komunitas/topic/bagaimana-sebaiknya-kita-menyikapi-orang-yang-depresi-atau-sedang-mengalami,Depresi,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hallo dok cemas takut berinteraksi keluarga takut cemas percaya tertutup takut menghianati membuka percaya cemas takut npselain mudah tersinggung perkataan membuat terluka terluka terkadang berkumpul teman teman memperhatikan membaca pikiran nphal mengganggu dok membuat sedih bicara disekitar tidur menerus menangis,"Penyebab sedih, keinginan tidur terus-menerus dan bahkan menangis",https://www.alodokter.com/komunitas/topic/gangguan-kepribadian-apa-yang-saya-alami-,Depresi,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
dok mood berubah kdng melukai suka keramaian stress pusing hampir pingsan dokter penyakit apaya mksih,"Penyebab mood swing, merasa ingin melukai diri sendiri, dan tidak suka keramaian",https://www.alodokter.com/komunitas/topic/hal-seperti-ini-merupakan-jenis-penyakit-apa,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
gapph cerita nya cerita lagii hehee dok azizah 18 lulus kayak nya kesehtan mental zah keganggu deh sediiih menangis cemas tros sedih dada tu sesek ngikaat zah butuh obat biar sedih sedih capeeek menangis konsul takut nemenin cerita tua pendem butuuuuuuh banget obatt tros kadang pikiran mati mati enak yaa butuh obaaat hiiks,"Merasa sedih, cemas dan keinginan bunuh diri",https://www.alodokter.com/komunitas/topic/kesehatan-mental8f8e53,Depresi,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
selamat malam dok berkumpul berbicara tertawa lepas senang menangis bingung kesepian teman beban menangis sesak nafas sadar melukai seringkali sadar melukai tertekan menyalahkan bunuh r jalan terbaik tanda depresi dok terimakasih,"Merasa kesepian, sering menangis dan melukai diri sendiri",https://www.alodokter.com/komunitas/topic/merasa-kesepian-dan-putus-asa,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
dokter dibandingkan anak tetangga sebelah ibu sia sia sih coba lihat si a rajin berbeda kan dok overthinking berniat bunuh dianggap berguna ibu solusinya dok,Mengatasi rasa tertekan akibat sering dibanding-bandingkan,https://www.alodokter.com/komunitas/topic/saya-sering-sekali-dibandingkan-dengan-anak-tetangga-sebelah,Depresi,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hallo dok 2019 terberat dok perduli tiba2 menangis mood nya turun kepala sakit dada sesak berimbas anak dok setitik anak membuat salah emosi memuncak mengontrol anak membuat marah seharian malas banget lihat anak kan sentuh lihat malas dok anak dok coba sabar susah dada dagdigdug karuan dok tua campur untk anak suka dok disitu cekcok tua kdang tua bilang santai kendor anak oke dok santai anak melakukan disitu kena marah pusing dok disalahkan oiya marah2 anak sprt diatas anak dok sih jadilah marah2 puncak dok menuntut anak suruh santai lain-lain lain-lain setres dok suami ldm komunikasi jujur membesarkan anak sendriinitu sulit dok jarang cerita tntang rasakan tua suami ujung2nya salah menangis gagal berguna hingga bbrp brpikiran pergi bunuh untk lakukan dok bener2 capek,Cara mengontrol emosi dengan baik,https://www.alodokter.com/komunitas/topic/tidak-bisa-kontrol-emosi,Depresi,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
kenal mengalami pandangan gelap menyadari diselesaikannya mata tubuhnya bergerak lihat bingung setelahnya berhalusinasi menggumamkan melihat terbilang mistis awal sore menuju malam lumayan kira iya dok mohon dijawab khawatir,Penyebab halusinasi dan terlihat bingung,https://www.alodokter.com/komunitas/topic/berhalusinasi-dan-bingung,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok berumur 18 2 merasakan mood turun singkat pagi bahagia siang marah marahnya merusak malam nya benar sedih seakan dunia mengganggu kelas 2 smp mersakan bedanya malam cemas penyebab nya saking cemas nya tremor sesak nafas pusing kejadian alami hingga kelas 3 smp menginjak 1 jarang mengalami merasakannya cemas tremor perasaan didunia berputar dipikiran teman terkadang benci keramaian wajar dok terima kasih merespon,Penyabab mood mudah naik turun dengan cepat,https://www.alodokter.com/komunitas/topic/perasaan-cemas--marah--dan-sedih-yang-berlebihan,Depresi,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
sedih menangis mudah marah sepele sanggup makan minum seharian suka mengunci dikamar insomnia peduli benci depresi,"Penyebab sering merasa sedih, mudah marah dan tidak nafsu makan",https://www.alodokter.com/komunitas/topic/depresid93311,Depresi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
halo dok nama khumaira kelas 3 kepribadian amarah memiliki tempramen rendah pikir mendapatkannya kepribadian genetik ayah keluarga ayah kakak memiliki tempramen mudah marah herankan mengendalikan amarah rumah rumah sensitif mudah marah mudah kesal meluapkannya kamar terang terangan kesal marah masuk kamar melemparkan barang barang mengepal tangan keras memukul pintu kamar keras hingga tangan berdarah jarang mencaci membuat kesal terkadang dalam hati membuat kesal tua sensitif adik kekesalan memuncak segan segan main fisik adik kekesalan mencapai puncak mudah main fisik keras memaki adik membuat kesal rumah kesal menahannya menunjukkannya tatapan sinis berbicara berbeda dalam hati memaki rumah meluapkannya membanting benda benda kamar pengendalian amarah dok terima kasih,Cara mengatasi saat emosi berlebih,https://www.alodokter.com/komunitas/topic/apa-yang-sebenarnya-terjadi-dengan-pengendalian-amarah-saya-,Depresi,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
halo dok iya tuh kosong uang tujuan tugas aktivitas sehari lakuin fase benar narik lingkungan bingung berguna gabutuh bingung,Penyebab hidup terasa kosong dan tidak ada tujuan,https://www.alodokter.com/komunitas/topic/kehilangan-motivasi-hidup--,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
assalamualaikum doksaya expect memang pacaran sayapun feedback men treat sebegitunya lalui suka duka pergi meninggalkan pacaran dibandingkan mendapatkan penjelasan berubah total menyimpulkan memandang kecantikan situ muncul dok exactly kecewa sedih ceritakan menangis meratapi dalam pergi pergi dalam sedih menangisi impact dalam perubahan organisasi kacau gara gara sosial kacau interaksi bermasalah detik menyalahkan cantik pintar pembuat ulah sedih menahan cerita kekecawan rasakan sadar kacau bangkit percaya hampa tujuan selau menyalahkan lakukan dok benar benar alasan berfikir jernih bangkit mengganggu total dok,Cara agar tidak berlarut dalam kesedihan supaya tidak depresi,https://www.alodokter.com/komunitas/topic/agar-tidak-berlarut-larut-mengalami-kesedihan-supaya-tidak-berujung-depresi,Depresi,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hai dok hampir 1 susah tidur pegang hp tidur tidur 3 4 jam bangun lelah agak ngantuk leher punggung sakit nafsu makan lapar maksimal sehari makan makan buah berkurang frekuensi minum air memang gangguan kejiwaan perasaan kosong sedih marah bunuh sensitif ngobrol mengurung kamar jarang ngobrol rumah kira kira iya dok konsultasi psikiater memang hampir 5 psikiater terima kasih dok,Penyebab sulit tidur disertai penurunan nafsu makan dan jarang merasa lapar,https://www.alodokter.com/komunitas/topic/apakah-saya-perlu-ke-psikiater-,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
allo dok perempuan usia 22 kuliah mengerjakan skripsi belakang depresi tanggung jawab kuliah semester membuat pikiran kewalahan mencoba penyebab depresi memendam perasaan teman kampus pikiran slalu teman caranya biar nyaman gak marah mengerjakan tugas disuruh suruh sadar peralat ngelakuin nyaman sebenernya orangnya situ menangis terkadang gak mengontrol emosi hingga berdampak aktivitas sehari kya makan fokus berdiam ngapa bilang mimpiin iya dok lakukan gak kalut perasaan terima kasih,Sering depresi karena memendam perasaan dengan teman dan tidak bisa mengontrol emosi,https://www.alodokter.com/komunitas/topic/sering-kepikiran-seseorang-sampai-mendistraksi-aktivitas-sehari-hari,Depresi,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok anak keluarga pandemi tua bertengkar memiliki bagus gelisah perbuatan ayah mengatur atur perbuatan ibu ibu pulang pergi 2 kota kerabat sakit ibu jarang menangis mungkin terbebani npterimakasih membaca mohon bantuannya,Mengatasi rasa tidak nyaman akibat hubungan orang tua yang tidak harmonis,https://www.alodokter.com/komunitas/topic/orangtua-yang-memiliki-hubungan-yang-tidak-bagus-atau-harmonis,Depresi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hai dok kecil membenci kakak hingga benci mendalam mencoba mengenal benci berkurang lakukan membencinya berdampak kesehatan terima kasih,Mengatasi rasa benci berlebih terhadap seseorang,https://www.alodokter.com/komunitas/topic/benci6cac84,Depresi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selamat pagi dokter umur 22 putus asa percaya mudah iri tersinggung marah diam suka rumah menghindari teman teman keluarga sosmed alasannya takut ditanya pekerjaan menganggur mengatai bodoh mudah panik gelisah membuat gemetar keringat dingin keluar jantung berdetak kencang berpikir jernih kepala pusing mengulangi pekerjaan kerjakan takut salah mengingat rekam dalam otak perdebatan tua bercerai ayah merelakan melihat sisi buruk ibu mengatai hal2 buruk dihadapan membuat menangis diam ibu berubah melukai tangan menggesekkan tangan kasar hingga terluka pemikiran terlintas menepisnya berujung menangis menangis dalam mood iya banget down iya down banget depresi,"Sering merasa putus asa, tidak percaya diri, mudah iri, tersinggung, marah, gemar menyendiri, menghindar dari hubungan sosial, merasa bodoh, mudah panik dan gelisah,",https://www.alodokter.com/komunitas/topic/apakah-saya-depresi-de2381,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
dok penderita depresi dokter menyarankan menjalankan terapi terapi kesembuhan depresi,Terapi yang perlu dilakukan saat mengalami depresi,https://www.alodokter.com/komunitas/topic/depresi-dan-terapi,Depresi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
halo dok cewek umur 25 menikahketika disalahkan disudutkan mengalami kekerasan fisik non fisik menyalahkan dihargai nafsu makan badan sllu lesu brsmngt mudah menangis berfikiran bunuh trmsuk depresi,"Sering menyalahkan diri sendiri, merasa tidak dihargai, tidak nafsu makan dan berfikiran untuk bunuh diri apakah gejala depresi?",https://www.alodokter.com/komunitas/topic/gangguan-mental76ddd8,Depresi,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo doc hampir setahun mengalami sulit tidur pandemi merubah 100 tekanan financial keluarga membuat tertekan menangis marah kecewa keluarga bangkit berusaha berpikir positif tenang melakukan perasaan dibeberapa hingga badan turun 4kg permasalahan terkait benci marah kecewa menangis sedih asma mengurangi teman suka jarang kesempatan menolak gejala gangguan kecemasan mengatasinya ahli,"Sulit tidur, mood swing, berat badan turun drastis, asma, dan gemar menyendiri ",https://www.alodokter.com/komunitas/topic/ciri-ciri-depresi-gangguan-kecemasan-dan-langkah-mengatasinya-,Depresi,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
alo dok izin kambuh hati berasa diremuk kadang menggigil parah insecure degdegan jantung banget terkadang cemas menyalahkan berkeringat berlebihan kontrol tangis tawa amarah saking terkontrolnya benar benar berlebihan alasan bahagia banget sepersekian detik mendadak menangis merasakan kesedihan mendalam marah tertawa dalam singkat gejala perasaannya campur aduk suka kebingungan membuat benar benar fokus mata ngelakuin apapun tubuh luka luka nya sakit hilang selera makan lapar dok jujur capek,"Hati terasa remuk, menggigil, insecure, jantung berdebar, cemas dan tidak bisa kontrol amarah",https://www.alodokter.com/komunitas/topic/apakah-saya-depresi--apakah-mental-saya-bermasalah--ada-apa-dengan,Depresi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
membenci depresi takut teman bersosialisasi gila percaya suka memotivasi bersyukur keadaan jenius memuji melanjutkan menyelesaikan apa2 dalam kuliah kuliah 6 bersusah payah pekerjaan 2020 hutang kelaparan berhari,"Membenci diri sendiri, depresi, dan takut bersosialisasi",https://www.alodokter.com/komunitas/topic/saya-membenci-diri-saya-sendiri,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
shalom dokter mengatasi depresi kecewa gagal berdampak fokus linglung memperburuk depresi langkah perbuat pertolonganya ucapkan terimakasih gbu,"Cara mengatasi depresi, tidak bisa fokus, dan linglung",https://www.alodokter.com/komunitas/topic/kegiatan-seperti-apabl-yg-harus-saya-lakukan-keluar-dari-depresi,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
selamat pagi dok berumur 17 memiliki penyakit mental takut self diagnose cemas ketakutan kecil dok terkadang membedakan nyata ilusi mimpi sadar bercerita fakta mengalami sesak nafas panik takut memiliki teman kecil salah menangis takut bentakan suara keras langkah kaki kecil ditakuti bilang hati lembut gampang menangis dok takuut takut dokter iya senang dokter membalas terima kasih,"Penyebab merasa cemas tanpa sebab, ketakutan dan mudah sedih",https://www.alodokter.com/komunitas/topic/saya-merasa-memiliki-mental-illness,Depresi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
siang dokter mengkonsumsi lexotan tablet dosis 1 2 x sehari tidur terkadang mengkonsumsinya meminum wine bruntuk obat dapatkan resep dokter negeri lexotan sangan bebas dijual brpertanyaannya mengkonsumsi obat memiliki perubahan mood swings depresi terbata bata berbicara linglung mudah lupa memiliki gairah bangun tidur brteman teman melihat perubahan signifikan brnamun terlepas berhenti mengkonsumsinya brapakah memiliki efek samping fatal kedepannya obat bawa indonesia berhenti mengkonsumsinya,Efek samping konsumsi obat benzodiazepin,https://www.alodokter.com/komunitas/topic/lexotan-tablet,Depresi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
alodok wnita 30th 6th mnikah sring mnglami kdrt bhkan dikata hri mngalami slain psngan gonta ganti perempuan dlm kdaan hamil bkrja mnglami kjdian jls mmbuat mental keganggu sdh psngan trauma muncul kya mimpi bruk insomnia mual mmbhas kjdian emosi kekontrol psngan smpat wil yaa dok terapinya trmksh,"Penanganan trauma, insomnia, dan emosi yang sulit di kontrol",https://www.alodokter.com/komunitas/topic/trauma-yg-membuat-pikiran-tdk-tenang,Depresi,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
selamat sore dokter terlintas dipikiran kejadiannya menginjak kelas 2 smp mengajak kenalan saudara sahabat jatuh cinta janggal sosok pria sosok nyata terpikirkan memang sosok imajinasi memiliki gangguan mental buruk berfikir kejadian alami nyata salah,Merasa memiliki pacar khayalan dan tidak nyata,https://www.alodokter.com/komunitas/topic/apakah-saya-baik-baik-saja-,Depresi,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
selamat sore dokmaaf dok strugle mood cenderung murung hilang nafsu makan dalam lapar memilih skip makan gangguan pola makan iya dok metode penanganan,"Sering melewatkan waktu makan saat sedang merasa murung, apakah merupakan gangguan?",https://www.alodokter.com/komunitas/topic/masalah-pada-pola-makan,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dokter pola berantakan bingung melakukan akhir2 cepat sensitif benar benar mengganggu membuat sakit hati mati meskipun berani melakukan percobaan bunuh ingat tuhan malam tidur berantakan perjalanan tidur nyenyak dibanding pagi siang sore tidur merasakan lelah mental terganggu,"Bingung dalam menentukan prioritas, menjadi lebih sensitif, sering terpikir untuk mati",https://www.alodokter.com/komunitas/topic/apakah-gangguan-mental-,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok cerita keluhan hati sakit dok sakitnya ngilu kayasakit hati diputusin pacar serius dok sakitnya kaya 3 sakitnya 1 menit berasa ngilu memikirkan membuat sedih sakitnya kerasa dok iya dok selfdiagnose mengalami depresi melukai sakit hati mempengaruhi gejala iya dok,Penyebab hati sering terasa ngilu,https://www.alodokter.com/komunitas/topic/hati-saya-terasa-sakit-ngilu,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hallo dok keluarga dalam menit pertengkaran hebat terpicu mungkin ayah agresif ibu suka ceplas ceplos pertengakaran gak terbiasa pertengkaran mendengarkan frustasi perut enak tubuh lihat untungnya pikiran bunuh iya dok,Bagaimana cara mengatasi frustasi karena melihat pertengkaran orangtua?,https://www.alodokter.com/komunitas/topic/bagaimana-cara-menangani-frustasi-karena-pertengkaran-orangtua-,Depresi,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
berumur 18 bbrp menangis penyebabnya capek gatau kadang kadang seneng kadang dakng malas ngapa in seharian dikamar kadang produktif mudah sedih melihat kucing lapar nnagis sakit kepala jujur pikiran sih iya dok apaakh stres depresi terimakasih,Apakah depresi dan stres sama dengan bipolar? Apa penyebabnya?,https://www.alodokter.com/komunitas/topic/gangguan-depresi-dan-stres-apakah-sama-dengan-bipolar--apa-penyebabnya-,Depresi,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
halo dok perempuan berusia 23 beranjak remaja sulit berkomunikasi keluarga diajak bicara marah diajak bicara nenek kelurga dalam rumah tua nenek sayang begitupun bersabar sikap perhatikan perasaan suka keluarga menganggap anak suka dibanggakan dipuji terbebani akibatnya berperilaku buruk mohon dokter lakukan mencoba berulang berubah hasilnya gagal,Malas untuk berkomunikasi dengan keluarga,https://www.alodokter.com/komunitas/topic/saya-tidak-mau-bicara-dengan-keluarga,Depresi,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok kecil mengalami kekerasan keluarga kecil dilarang bermain dibentak dipukul bayi tua nenek kasih sayang tua kelas 3 sd tua memutuskan bercerai merasakan kasih sayang iri kakak syaa merasakan kasih sayang sakit tua menjenguk sakit merindukan tua pikiran anak kejam kecil melihat teman tua iri perlakukan kasar nenek kakek tua menemui ulang dirayakan tua mengucapkan selamat ulang mengirim hadiah tk niat bunuh kabur rumah tua menemui anak manja nakal salah mendapatkan kasih sayang tua kejadian kecil membuat menangis malam nenek membangunkan melihat syaa menangis malam terkena gangguan mental fisik peduli kecil memendam sedih kecil adik mendapatkan kasih sayang tua nenek kakek diperlakukan adil smp ibu kakak rumah nenek pikir bahagia kakak ibu syaa memperlakukan kasar kakak menjadikan pembantu isi rumah diam tidam menuruti kemauan ibu kakak nenek kena marah hinaan membuat mental terganggu pemberontak keluarga memarahi memukul hinaan bude memukuli ibu diam melihat tenang malam menangis melakukan coba bunuh kuat teman teman membully sd hingga smp percaya sahabat sakit dipukuli dihina dibully menangis marah peduli diharapkan keluarga teman mengatasi sedih kecil hingga menangis malam kecil hingga kepala sakit malam susah tidur badan sakit malam melakukan mudah marah tersinggung,Penanganan depresi yang berlangsung selama 9 tahun atau lebih?,https://www.alodokter.com/komunitas/topic/bagaimana-mengatasi-depresi-yang-berlangsung-selama-9-tahun-atau-lebih,Depresi,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
